transaction_id,account_id,transaction_datetime,transaction_type,direction,channel,amount,counterparty_type,transfer_scope,counterparty_bank_id,transaction_branch_id,transaction_status,merchant_category,failure_reason
T0000180527,A0007189,2026-10-09 10:03:27,TRANSFER_OUT,DEBIT,BRANCH,24456.35,OTHER_BANK,INTERNATIONAL,B105,003,COMPLETED,,
T0000180528,A0019694,2026-10-09 10:23:49,CASH_WITHDRAWAL,DEBIT,BRANCH,361.91,OTHER,,,017,COMPLETED,,
T0000180529,A0013869,2026-10-09 10:26:36,CASH_WITHDRAWAL,DEBIT,BRANCH,4170.88,OTHER,,,032,COMPLETED,,
T0000180530,A0017970,2026-10-09 10:27:02,DEBIT_PURCHASE,DEBIT,POS,4706.18,MERCHANT,,,,COMPLETED,GROCERIES,
T0000180531,A0015093,2026-10-09 10:28:41,TRANSFER_OUT,DEBIT,MOBILE,15021.02,OTHER_BANK,DOMESTIC_EXTERNAL,B003,,COMPLETED,,
T0000180532,A0008005,2026-10-09 10:40:17,CASH_DEPOSIT,CREDIT,BRANCH,14744.78,OTHER,,,005,COMPLETED,,
T0000180533,A0020092,2026-10-09 10:49:25,CASH_DEPOSIT,CREDIT,ATM,40328.31,OTHER,,,,COMPLETED,,
T0000180534,A0015540,2026-10-09 10:53:57,CASH_DEPOSIT,CREDIT,BRANCH,948.96,OTHER,,,022,COMPLETED,,
T0000180535,A0008326,2026-10-09 11:02:37,CASH_WITHDRAWAL,DEBIT,BRANCH,1898.55,OTHER,,,013,COMPLETED,,
T0000180536,A0012718,2026-10-09 11:06:31,TRANSFER_IN,CREDIT,BRANCH,15168.52,BTYT_CUSTOMER,INTERNAL,B000,019,COMPLETED,,
T0000180537,A0013869,2026-10-09 11:06:31,TRANSFER_OUT,DEBIT,BRANCH,15168.52,BTYT_CUSTOMER,INTERNAL,B000,019,COMPLETED,,
T0000180538,A0015110,2026-10-09 11:07:59,SERVICE_PAYMENT,DEBIT,BRANCH,2137.47,SERVICE_PROVIDER,,,001,COMPLETED,,
T0000180539,A0011464,2026-10-09 11:15:47,TRANSFER_IN,CREDIT,BRANCH,4556.33,OTHER_BANK,INTERNATIONAL,B106,005,COMPLETED,,
T0000180540,A0019863,2026-10-09 11:22:53,CASH_DEPOSIT,CREDIT,BRANCH,5508.49,OTHER,,,017,COMPLETED,,
T0000180541,A0015605,2026-10-09 11:26:05,SERVICE_PAYMENT,DEBIT,BRANCH,2112.5,GOVERNMENT,,,015,COMPLETED,,
T0000180542,A0019973,2026-10-09 11:27:38,SERVICE_PAYMENT,DEBIT,WEB,11127.48,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180543,A0015069,2026-10-09 11:45:49,CASH_WITHDRAWAL,DEBIT,BRANCH,878.1,OTHER,,,026,COMPLETED,,
T0000180544,A0016699,2026-10-09 11:47:58,DEBIT_PURCHASE,DEBIT,POS,1069.24,MERCHANT,,,,COMPLETED,GROCERIES,
T0000180545,A0000303,2026-10-09 11:48:09,TRANSFER_OUT,DEBIT,BRANCH,15647.29,BTYT_CUSTOMER,INTERNAL,B000,024,COMPLETED,,
T0000180546,A0019370,2026-10-09 11:48:09,TRANSFER_IN,CREDIT,BRANCH,15647.29,BTYT_CUSTOMER,INTERNAL,B000,024,COMPLETED,,
T0000180547,A0017542,2026-10-09 11:57:12,CASH_DEPOSIT,CREDIT,BRANCH,11083.85,OTHER,,,015,COMPLETED,,
T0000180548,A0000100,2026-10-09 12:04:55,CASH_WITHDRAWAL,DEBIT,BRANCH,1565.68,OTHER,,,026,COMPLETED,,
T0000180549,A0019350,2026-10-09 12:05:21,DEBIT_PURCHASE,DEBIT,POS,1921.88,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000180550,A0017881,2026-10-09 12:12:02,CASH_DEPOSIT,CREDIT,BRANCH,5418.16,OTHER,,,019,COMPLETED,,
T0000180551,A0000324,2026-10-09 12:14:07,DEBIT_PURCHASE,DEBIT,POS,2877.44,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000180552,A0018626,2026-10-09 12:16:49,CASH_WITHDRAWAL,DEBIT,BRANCH,19352.2,OTHER,,,037,COMPLETED,,
T0000180553,A0011889,2026-10-09 12:43:06,SERVICE_PAYMENT,DEBIT,MOBILE,3793.94,GOVERNMENT,,,,COMPLETED,,
T0000180554,A0018775,2026-10-09 12:56:49,SERVICE_PAYMENT,DEBIT,BRANCH,2427.76,SERVICE_PROVIDER,,,019,COMPLETED,,
T0000180555,A0019254,2026-10-09 12:57:46,DEBIT_PURCHASE,DEBIT,POS,296.93,MERCHANT,,,,COMPLETED,UTILITIES,
T0000180556,A0018164,2026-10-09 13:03:59,TRANSFER_OUT,DEBIT,BRANCH,3063.55,BTYT_CUSTOMER,INTERNAL,B000,030,COMPLETED,,
T0000180557,A0020610,2026-10-09 13:03:59,TRANSFER_IN,CREDIT,BRANCH,3063.55,BTYT_CUSTOMER,INTERNAL,B000,030,COMPLETED,,
T0000180558,A0003389,2026-10-09 13:07:31,TRANSFER_IN,CREDIT,BRANCH,9554.14,OTHER,,,019,COMPLETED,,
T0000180559,A0011808,2026-10-09 13:23:06,CASH_WITHDRAWAL,DEBIT,BRANCH,5328.84,OTHER,,,017,COMPLETED,,
T0000180560,A0018164,2026-10-09 13:23:15,TRANSFER_IN,CREDIT,BRANCH,13918.71,OTHER_BANK,DOMESTIC_EXTERNAL,B009,013,COMPLETED,,
T0000180561,A0000324,2026-10-09 13:25:19,TRANSFER_OUT,DEBIT,MOBILE,39224.83,OTHER_BANK,DOMESTIC_EXTERNAL,B011,,COMPLETED,,
T0000180562,A0000819,2026-10-09 13:26:24,CASH_WITHDRAWAL,DEBIT,BRANCH,1084.8,OTHER,,,035,COMPLETED,,
T0000180563,A0002675,2026-10-09 13:34:37,TRANSFER_OUT,DEBIT,BRANCH,78715.39,SUPPLIER,,,015,COMPLETED,,
T0000180564,A0011809,2026-10-09 13:42:15,TRANSFER_OUT,DEBIT,BRANCH,15846.59,OTHER_BANK,DOMESTIC_EXTERNAL,B009,037,COMPLETED,,
T0000180565,A0006611,2026-10-09 13:50:30,SERVICE_PAYMENT,DEBIT,BRANCH,5689.99,SERVICE_PROVIDER,,,028,FAILED,,TECHNICAL_ERROR
T0000180566,A0015734,2026-10-09 13:54:27,TRANSFER_OUT,DEBIT,BRANCH,10441.2,OTHER_BANK,DOMESTIC_EXTERNAL,B001,019,COMPLETED,,
T0000180567,A0011888,2026-10-09 13:58:15,SERVICE_PAYMENT,DEBIT,MOBILE,3736.04,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180568,A0018189,2026-10-09 14:18:39,CASH_DEPOSIT,CREDIT,BRANCH,11433.79,OTHER,,,033,COMPLETED,,
T0000180569,A0002070,2026-10-09 14:24:38,CASH_WITHDRAWAL,DEBIT,BRANCH,198350.81,OTHER,,,017,COMPLETED,,
T0000180570,A0014401,2026-10-09 14:34:37,DEBIT_PURCHASE,DEBIT,POS,880.88,MERCHANT,,,,COMPLETED,TRANSPORT,
T0000180571,A0016330,2026-10-09 14:39:24,TRANSFER_IN,CREDIT,WEB,18056.4,GOVERNMENT,,,,COMPLETED,,
T0000180572,A0006926,2026-10-09 14:42:00,DEBIT_PURCHASE,DEBIT,POS,3668.51,MERCHANT,,,,COMPLETED,GROCERIES,
T0000180573,A0016254,2026-10-09 14:43:52,CASH_WITHDRAWAL,DEBIT,BRANCH,3201.42,OTHER,,,026,COMPLETED,,
T0000180574,A0005820,2026-10-09 14:46:05,TRANSFER_IN,CREDIT,BRANCH,31631.26,OTHER,,,036,COMPLETED,,
T0000180575,A0019863,2026-10-09 14:52:25,CASH_WITHDRAWAL,DEBIT,BRANCH,7811.4,OTHER,,,026,COMPLETED,,
T0000180576,A0009795,2026-10-09 15:11:58,CASH_DEPOSIT,CREDIT,ATM,12464.3,OTHER,,,,COMPLETED,,
T0000180577,A0000896,2026-10-09 15:14:44,SERVICE_PAYMENT,DEBIT,MOBILE,3628.14,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180578,A0011718,2026-10-09 15:16:42,CASH_DEPOSIT,CREDIT,BRANCH,8726.15,OTHER,,,023,COMPLETED,,
T0000180579,A0000324,2026-10-09 15:23:08,SERVICE_PAYMENT,DEBIT,MOBILE,5773.6,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180580,A0008332,2026-10-09 15:25:01,DEBIT_PURCHASE,DEBIT,POS,1824.1,MERCHANT,,,,COMPLETED,FUEL,
T0000180581,A0016902,2026-10-09 15:30:49,TRANSFER_IN,CREDIT,BRANCH,14065.91,OTHER_BANK,DOMESTIC_EXTERNAL,B009,025,COMPLETED,,
T0000180582,A0018751,2026-10-09 15:51:29,DEBIT_PURCHASE,DEBIT,POS,2274.2,MERCHANT,,,,COMPLETED,RETAIL,
T0000180583,A0016395,2026-10-09 15:57:33,CASH_WITHDRAWAL,DEBIT,BRANCH,6272.73,OTHER,,,030,COMPLETED,,
T0000180584,A0019973,2026-10-09 15:58:23,CASH_WITHDRAWAL,DEBIT,BRANCH,11368.84,OTHER,,,027,FAILED,,INSUFFICIENT_FUNDS
T0000180585,A0008326,2026-10-09 16:15:16,TRANSFER_IN,CREDIT,MOBILE,8102.98,OTHER_BANK,DOMESTIC_EXTERNAL,B007,,COMPLETED,,
T0000180586,A0013269,2026-10-09 16:15:48,DEBIT_PURCHASE,DEBIT,POS,2036.86,MERCHANT,,,,COMPLETED,HEALTHCARE,
T0000180587,A0014794,2026-10-09 16:15:48,SERVICE_PAYMENT,DEBIT,BRANCH,804.21,SERVICE_PROVIDER,,,025,COMPLETED,,
T0000180588,A0013269,2026-10-09 16:16:10,CASH_WITHDRAWAL,DEBIT,BRANCH,3707.26,OTHER,,,012,COMPLETED,,
T0000180589,A0018737,2026-10-09 16:16:20,DEBIT_PURCHASE,DEBIT,POS,2160.9,MERCHANT,,,,COMPLETED,TRANSPORT,
T0000180590,A0008325,2026-10-09 16:18:26,TRANSFER_OUT,DEBIT,BRANCH,3908.37,BTYT_CUSTOMER,INTERNAL,B000,009,COMPLETED,,
T0000180591,A0017894,2026-10-09 16:18:26,TRANSFER_IN,CREDIT,BRANCH,3908.37,BTYT_CUSTOMER,INTERNAL,B000,009,COMPLETED,,
T0000180592,A0016101,2026-10-09 16:34:46,SERVICE_PAYMENT,DEBIT,BRANCH,938.85,SERVICE_PROVIDER,,,031,COMPLETED,,
T0000180593,A0000807,2026-10-09 16:35:23,TRANSFER_IN,CREDIT,WEB,8207.1,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180594,A0018164,2026-10-09 16:35:23,TRANSFER_OUT,DEBIT,WEB,8207.1,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180595,A0013269,2026-10-09 16:39:00,CASH_DEPOSIT,CREDIT,BRANCH,11377.3,OTHER,,,012,COMPLETED,,
T0000180596,A0002675,2026-10-09 16:43:53,TRANSFER_IN,CREDIT,WEB,85286.93,OTHER,,,,COMPLETED,,
T0000180597,A0013269,2026-10-09 16:56:59,TRANSFER_IN,CREDIT,BRANCH,8932.63,OTHER_BANK,DOMESTIC_EXTERNAL,B001,001,COMPLETED,,
T0000180598,A0018474,2026-10-09 16:57:33,TRANSFER_OUT,DEBIT,WEB,4644.07,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180599,A0020092,2026-10-09 16:57:33,TRANSFER_IN,CREDIT,WEB,4644.07,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180600,A0014401,2026-10-09 17:07:33,SERVICE_PAYMENT,DEBIT,MOBILE,8426.94,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180601,A0003388,2026-10-09 17:11:00,DEBIT_PURCHASE,DEBIT,POS,4139.33,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000180602,A0013517,2026-10-09 17:23:23,TRANSFER_IN,CREDIT,MOBILE,925.63,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000180603,A0015734,2026-10-09 17:25:00,DEBIT_PURCHASE,DEBIT,POS,1525.4,MERCHANT,,,,COMPLETED,GROCERIES,
T0000180604,A0019973,2026-10-09 17:30:44,TRANSFER_OUT,DEBIT,WEB,15211.89,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,FAILED,,INSUFFICIENT_FUNDS
T0000180605,A0010381,2026-10-09 18:30:56,LOAN_PAYMENT,DEBIT,MOBILE,40730.45,LOAN_ACCOUNT,,,,COMPLETED,,
T0000180606,A0019694,2026-10-09 18:51:26,TRANSFER_IN,CREDIT,MOBILE,3863.17,OTHER_BANK,DOMESTIC_EXTERNAL,B007,,COMPLETED,,
T0000180607,A0015656,2026-10-09 18:55:17,DEBIT_PURCHASE,DEBIT,POS,1460.52,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000180608,A0001887,2026-10-09 19:07:43,CASH_WITHDRAWAL,DEBIT,ATM,130.34,OTHER,,,,COMPLETED,,
T0000180609,A0016460,2026-10-09 19:18:27,DEBIT_PURCHASE,DEBIT,POS,6513.79,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000180610,A0009795,2026-10-09 19:32:53,TRANSFER_OUT,DEBIT,MOBILE,12400.72,BTYT_CUSTOMER,INTERNAL,B000,,FAILED,,TECHNICAL_ERROR
T0000180611,A0003347,2026-10-09 19:59:06,TRANSFER_OUT,DEBIT,MOBILE,1579.08,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180612,A0017110,2026-10-09 19:59:06,TRANSFER_IN,CREDIT,MOBILE,1579.08,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180613,A0003888,2026-10-09 20:16:53,SERVICE_PAYMENT,DEBIT,MOBILE,666.02,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180614,A0019677,2026-10-09 20:27:20,TRANSFER_IN,CREDIT,MOBILE,165656.55,SUPPLIER,,,,COMPLETED,,
T0000180615,A0019973,2026-10-09 21:12:28,CASH_DEPOSIT,CREDIT,ATM,11363.79,OTHER,,,,COMPLETED,,
T0000180616,A0014535,2026-10-09 21:13:24,SERVICE_PAYMENT,DEBIT,WEB,3087.55,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180617,A0001921,2026-10-09 21:19:57,TRANSFER_IN,CREDIT,MOBILE,33403.81,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180618,A0013777,2026-10-09 21:19:57,TRANSFER_OUT,DEBIT,MOBILE,33403.81,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180619,A0012656,2026-10-09 21:31:53,DEBIT_PURCHASE,DEBIT,POS,10066.5,MERCHANT,,,,COMPLETED,GROCERIES,
T0000180620,A0003388,2026-10-09 21:32:42,TRANSFER_OUT,DEBIT,WEB,7234.15,OTHER_BANK,DOMESTIC_EXTERNAL,B002,,COMPLETED,,
T0000180621,A0017881,2026-10-09 21:36:57,SERVICE_PAYMENT,DEBIT,WEB,1750.56,GOVERNMENT,,,,COMPLETED,,
T0000180622,A0014535,2026-10-09 21:40:52,DEBIT_PURCHASE,DEBIT,POS,4899.19,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000180623,A0002675,2026-10-09 22:08:32,SERVICE_PAYMENT,DEBIT,MOBILE,40024.01,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180624,A0013529,2026-10-09 22:53:46,LOAN_PAYMENT,DEBIT,MOBILE,38535.43,LOAN_ACCOUNT,,,,COMPLETED,,
T0000180625,A0002675,2026-10-09 23:14:34,DEBIT_PURCHASE,DEBIT,POS,51200.38,MERCHANT,,,,COMPLETED,RETAIL,
T0000180626,A0000896,2026-10-10 00:09:18,LOAN_PAYMENT,DEBIT,AUTOMATIC,28385.55,LOAN_ACCOUNT,,,,COMPLETED,,
T0000180627,A0009795,2026-10-10 00:11:32,SERVICE_PAYMENT,DEBIT,AUTOMATIC,3050.64,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180628,A0019112,2026-10-10 00:35:30,INTEREST_CREDIT,CREDIT,AUTOMATIC,248.26,OTHER,,,,COMPLETED,,
T0000180629,A0005790,2026-10-10 01:33:53,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1864.75,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180630,A0018164,2026-10-10 02:35:56,SERVICE_PAYMENT,DEBIT,AUTOMATIC,4007.3,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180631,A0000819,2026-10-10 03:23:04,SERVICE_PAYMENT,DEBIT,AUTOMATIC,3053.66,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180632,A0020105,2026-10-10 03:39:00,LOAN_PAYMENT,DEBIT,AUTOMATIC,20158.44,LOAN_ACCOUNT,,,,COMPLETED,,
T0000180633,A0002819,2026-10-10 03:56:06,LOAN_PAYMENT,DEBIT,AUTOMATIC,13355.09,LOAN_ACCOUNT,,,,COMPLETED,,
T0000180634,A0017542,2026-10-10 05:39:01,TRANSFER_IN,CREDIT,MOBILE,46481.6,GOVERNMENT,,,,COMPLETED,,
T0000180635,A0013297,2026-10-10 05:53:58,TRANSFER_IN,CREDIT,WEB,75662.25,EMPLOYER,,,,COMPLETED,,
T0000180636,A0007912,2026-10-10 06:23:59,TRANSFER_IN,CREDIT,MOBILE,443.58,OTHER_BANK,DOMESTIC_EXTERNAL,B007,,COMPLETED,,
T0000180637,A0019863,2026-10-10 07:37:18,SERVICE_PAYMENT,DEBIT,AUTOMATIC,3900.75,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180638,A0018211,2026-10-10 08:19:30,SERVICE_PAYMENT,DEBIT,WEB,332.23,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180639,A0013297,2026-10-10 08:30:45,DEBIT_PURCHASE,DEBIT,POS,4437.5,MERCHANT,,,,COMPLETED,ECOMMERCE,
T0000180640,A0017110,2026-10-10 08:37:43,DEBIT_PURCHASE,DEBIT,POS,3905.76,MERCHANT,,,,COMPLETED,RETAIL,
T0000180641,A0018737,2026-10-10 09:15:37,TRANSFER_IN,CREDIT,MOBILE,10377.88,OTHER,,,,COMPLETED,,
T0000180642,A0018189,2026-10-10 09:42:45,DEBIT_PURCHASE,DEBIT,POS,2505.06,MERCHANT,,,,COMPLETED,RETAIL,
T0000180643,A0013777,2026-10-10 09:44:13,TRANSFER_OUT,DEBIT,WEB,4998.91,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180644,A0014896,2026-10-10 09:44:13,TRANSFER_IN,CREDIT,WEB,4998.91,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180645,A0019615,2026-10-10 09:47:31,SERVICE_PAYMENT,DEBIT,MOBILE,2864.88,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180646,A0015989,2026-10-10 10:12:33,SERVICE_PAYMENT,DEBIT,MOBILE,8935.41,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180647,A0008281,2026-10-10 10:29:36,DEBIT_PURCHASE,DEBIT,POS,1958.12,MERCHANT,,,,COMPLETED,HEALTHCARE,
T0000180648,A0020092,2026-10-10 10:46:30,TRANSFER_OUT,DEBIT,MOBILE,37734.28,SUPPLIER,,,,COMPLETED,,
T0000180649,A0013509,2026-10-10 10:49:08,CASH_WITHDRAWAL,DEBIT,ATM,4400.96,OTHER,,,,COMPLETED,,
T0000180650,A0008326,2026-10-10 11:17:45,TRANSFER_IN,CREDIT,MOBILE,7544.08,OTHER,,,,COMPLETED,,
T0000180651,A0018737,2026-10-10 11:30:52,DEBIT_PURCHASE,DEBIT,POS,3426.96,MERCHANT,,,,COMPLETED,TELECOMMUNICATIONS,
T0000180652,A0012786,2026-10-10 11:38:10,SERVICE_PAYMENT,DEBIT,WEB,484.94,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180653,A0020259,2026-10-10 11:55:34,DEBIT_PURCHASE,DEBIT,POS,2682.78,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000180654,A0005367,2026-10-10 12:31:44,TRANSFER_OUT,DEBIT,WEB,43283.0,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180655,A0014401,2026-10-10 12:31:44,TRANSFER_IN,CREDIT,WEB,43283.0,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180656,A0019235,2026-10-10 12:47:01,SERVICE_PAYMENT,DEBIT,MOBILE,1397.79,GOVERNMENT,,,,COMPLETED,,
T0000180657,A0008331,2026-10-10 12:51:07,TRANSFER_OUT,DEBIT,MOBILE,34319.48,OTHER_BANK,DOMESTIC_EXTERNAL,B002,,COMPLETED,,
T0000180658,A0018164,2026-10-10 13:09:55,TRANSFER_OUT,DEBIT,MOBILE,794.68,OTHER_BANK,DOMESTIC_EXTERNAL,B009,,COMPLETED,,
T0000180659,A0002675,2026-10-10 13:15:05,SERVICE_PAYMENT,DEBIT,WEB,18950.19,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180660,A0015656,2026-10-10 13:26:22,CASH_WITHDRAWAL,DEBIT,ATM,4426.72,OTHER,,,,COMPLETED,,
T0000180661,A0015770,2026-10-10 13:31:55,TRANSFER_IN,CREDIT,MOBILE,5961.3,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180662,A0020092,2026-10-10 13:31:55,TRANSFER_OUT,DEBIT,MOBILE,5961.3,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180663,A0016966,2026-10-10 13:37:11,DEBIT_PURCHASE,DEBIT,POS,1768.86,MERCHANT,,,,COMPLETED,FUEL,
T0000180664,A0008331,2026-10-10 13:55:08,DEBIT_PURCHASE,DEBIT,POS,2153.06,MERCHANT,,,,COMPLETED,FUEL,
T0000180665,A0014020,2026-10-10 14:42:05,DEBIT_PURCHASE,DEBIT,POS,12885.49,MERCHANT,,,,COMPLETED,TELECOMMUNICATIONS,
T0000180666,A0020401,2026-10-10 14:51:28,SERVICE_PAYMENT,DEBIT,WEB,594.53,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180667,A0007072,2026-10-10 15:04:40,CASH_DEPOSIT,CREDIT,ATM,9385.58,OTHER,,,,COMPLETED,,
T0000180668,A0014300,2026-10-10 15:28:56,DEBIT_PURCHASE,DEBIT,POS,1301.57,MERCHANT,,,,COMPLETED,HOME,
T0000180669,A0013822,2026-10-10 15:43:40,DEBIT_PURCHASE,DEBIT,POS,999.39,MERCHANT,,,,COMPLETED,FUEL,
T0000180670,A0009795,2026-10-10 16:00:15,TRANSFER_IN,CREDIT,MOBILE,828.53,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180671,A0019262,2026-10-10 16:00:15,TRANSFER_OUT,DEBIT,MOBILE,828.53,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180672,A0014794,2026-10-10 16:05:25,TRANSFER_IN,CREDIT,WEB,6012.25,OTHER_BANK,DOMESTIC_EXTERNAL,B001,,COMPLETED,,
T0000180673,A0008005,2026-10-10 16:10:04,TRANSFER_IN,CREDIT,MOBILE,698.95,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180674,A0017921,2026-10-10 16:10:04,TRANSFER_OUT,DEBIT,MOBILE,698.95,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180675,A0005367,2026-10-10 16:47:53,CASH_WITHDRAWAL,DEBIT,ATM,634.99,OTHER,,,,COMPLETED,,
T0000180676,A0014492,2026-10-10 16:56:48,DEBIT_PURCHASE,DEBIT,POS,6266.61,MERCHANT,,,,COMPLETED,RETAIL,
T0000180677,A0017302,2026-10-10 17:00:34,DEBIT_PURCHASE,DEBIT,POS,1256.97,MERCHANT,,,,COMPLETED,AUTOMOTIVE,
T0000180678,A0005950,2026-10-10 17:03:17,TRANSFER_OUT,DEBIT,MOBILE,4498.39,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180679,A0008332,2026-10-10 17:03:17,TRANSFER_IN,CREDIT,MOBILE,4498.39,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180680,A0001732,2026-10-10 17:37:09,TRANSFER_OUT,DEBIT,MOBILE,418.2,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180681,A0020724,2026-10-10 17:37:09,TRANSFER_IN,CREDIT,MOBILE,418.2,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180682,A0007072,2026-10-10 17:40:09,TRANSFER_OUT,DEBIT,MOBILE,3363.33,OTHER_BANK,DOMESTIC_EXTERNAL,B011,,COMPLETED,,
T0000180683,A0009610,2026-10-10 18:14:22,SERVICE_PAYMENT,DEBIT,WEB,4529.0,GOVERNMENT,,,,COMPLETED,,
T0000180684,A0019924,2026-10-10 18:17:58,DEBIT_PURCHASE,DEBIT,POS,3201.52,MERCHANT,,,,COMPLETED,EDUCATION,
T0000180685,A0012826,2026-10-10 18:37:58,TRANSFER_OUT,DEBIT,WEB,1856.31,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180686,A0014165,2026-10-10 18:37:58,TRANSFER_IN,CREDIT,WEB,1856.31,BTYT_CUSTOMER,INTERNAL,B000,,COMPLETED,,
T0000180687,A0013297,2026-10-10 18:39:37,TRANSFER_IN,CREDIT,MOBILE,13857.54,BTYT_CUSTOMER,INTERNAL,B000,,FAILED,,INSUFFICIENT_FUNDS
T0000180688,A0016410,2026-10-10 18:53:47,SERVICE_PAYMENT,DEBIT,WEB,3319.1,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180689,A0019350,2026-10-10 20:08:40,TRANSFER_OUT,DEBIT,WEB,2099.24,OTHER_BANK,DOMESTIC_EXTERNAL,B004,,COMPLETED,,
T0000180690,A0016254,2026-10-10 21:07:30,TRANSFER_IN,CREDIT,WEB,29791.18,EMPLOYER,,,,COMPLETED,,
T0000180691,A0018751,2026-10-10 21:08:36,DEBIT_PURCHASE,DEBIT,POS,1527.84,MERCHANT,,,,COMPLETED,RESTAURANTS,
T0000180692,A0016173,2026-10-10 21:17:22,SERVICE_PAYMENT,DEBIT,MOBILE,2749.09,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180693,A0009443,2026-10-10 22:02:43,TRANSFER_IN,CREDIT,MOBILE,1591.02,GOVERNMENT,,,,COMPLETED,,
T0000180694,A0019863,2026-10-10 22:55:07,TRANSFER_IN,CREDIT,MOBILE,12718.94,OTHER,,,,COMPLETED,,
T0000180695,A0000100,2026-10-11 00:34:07,SERVICE_PAYMENT,DEBIT,AUTOMATIC,1943.15,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180696,A0011094,2026-10-11 02:27:35,LOAN_PAYMENT,DEBIT,AUTOMATIC,27017.16,LOAN_ACCOUNT,,,,COMPLETED,,
T0000180697,A0000509,2026-10-11 03:25:32,SERVICE_PAYMENT,DEBIT,AUTOMATIC,3122.42,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180698,A0013517,2026-10-11 06:02:35,SERVICE_PAYMENT,DEBIT,AUTOMATIC,2477.94,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180699,A0002481,2026-10-11 06:04:08,SERVICE_PAYMENT,DEBIT,AUTOMATIC,14474.03,GOVERNMENT,,,,COMPLETED,,
T0000180700,A0020371,2026-10-11 06:21:43,SERVICE_PAYMENT,DEBIT,MOBILE,1351.93,GOVERNMENT,,,,COMPLETED,,
T0000180701,A0009609,2026-10-11 06:32:16,SERVICE_PAYMENT,DEBIT,AUTOMATIC,5266.63,SERVICE_PROVIDER,,,,COMPLETED,,
T0000180702,A0012786,2026-10-11 08:41:55,DEBIT_PURCHASE,DEBIT,POS,2101.91,MERCHANT,,,,COMPLETED,RETAIL,
