loan_id,origination_month_internal,lifecycle_seed,resolution_month_internal,terminal_event_internal,pre2021_inherited_state
L0039598,2026-12,739598,2026-12,EARLY_PREPAYMENT,CURRENT
L0039599,2026-08,739599,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039600,2022-07,739600,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039601,2011-11,739601,2026-02,RESTRUCTURE_AFTER_DEFAULT,EARLY_DELINQUENCY
L0039602,2016-07,739602,2017-02,SCHEDULED_MATURITY,CURRENT
L0039603,2018-04,739603,2019-05,SCHEDULED_MATURITY,CURRENT
L0039604,2025-11,739604,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039605,2024-08,739605,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039606,2024-09,739606,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039607,2023-11,739607,2026-09,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039608,2006-10,739608,2011-09,SCHEDULED_MATURITY,CURRENT
L0039609,2007-08,739609,2009-10,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0039610,2026-10,739610,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039611,2025-05,739611,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039612,1998-03,739612,2003-06,SCHEDULED_MATURITY,CURRENT
L0039613,2000-04,739613,2002-05,SCHEDULED_MATURITY,CURRENT
L0039614,2010-11,739614,2011-10,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0039615,2013-04,739615,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0039616,2006-06,739616,2008-07,SCHEDULED_MATURITY,CURRENT
L0039617,2024-09,739617,2026-08,SCHEDULED_MATURITY,CURRENT
L0039618,2023-01,739618,2024-06,SCHEDULED_MATURITY,CURRENT
L0039619,2024-03,739619,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039620,2025-07,739620,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039621,2026-10,739621,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039622,2026-05,739622,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039623,2009-06,739623,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0039624,2014-09,739624,2026-08,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039625,2020-02,739625,2026-02,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0039626,2022-02,739626,2026-02,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039627,2022-12,739627,2026-11,EARLY_PREPAYMENT,CURRENT
L0039628,2022-06,739628,2024-10,SCHEDULED_MATURITY,CURRENT
L0039629,2000-02,739629,2001-06,SCHEDULED_MATURITY,CURRENT
L0039630,2015-02,739630,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0039631,2021-05,739631,2026-04,SCHEDULED_MATURITY,CURRENT
L0039632,2021-10,739632,2023-09,EARLY_PREPAYMENT,CURRENT
L0039633,2023-08,739633,2025-04,EARLY_PREPAYMENT,CURRENT
L0039634,2020-05,739634,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039635,2025-06,739635,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039636,2026-03,739636,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039637,2026-09,739637,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039638,2009-09,739638,2012-05,EARLY_PREPAYMENT,CURRENT
L0039639,2002-11,739639,2004-05,SCHEDULED_MATURITY,CURRENT
L0039640,2003-09,739640,2004-10,EARLY_PREPAYMENT,CURRENT
L0039641,2006-01,739641,2007-11,SCHEDULED_MATURITY,CURRENT
L0039642,2017-05,739642,2019-04,EARLY_PREPAYMENT,CURRENT
L0039643,2026-06,739643,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039644,2025-08,739644,2025-08,EARLY_PREPAYMENT,CURRENT
L0039645,2025-04,739645,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039646,2009-01,739646,2026-02,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039647,2010-03,739647,2016-07,SCHEDULED_MATURITY,CURRENT
L0039648,2012-01,739648,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039649,2016-03,739649,2019-04,SCHEDULED_MATURITY,CURRENT
L0039650,2018-12,739650,2023-04,EARLY_PREPAYMENT,CURRENT
L0039651,2021-08,739651,2022-07,SCHEDULED_MATURITY,CURRENT
L0039652,2011-04,739652,2015-07,SCHEDULED_MATURITY,CURRENT
L0039653,2013-06,739653,2021-05,EARLY_PREPAYMENT,CURRENT
L0039654,2019-03,739654,2021-09,EARLY_PREPAYMENT,CURRENT
L0039655,2011-06,739655,2013-02,SCHEDULED_MATURITY,CURRENT
L0039656,2017-04,739656,2021-10,SCHEDULED_MATURITY,CURRENT
L0039657,2018-09,739657,2020-10,SCHEDULED_MATURITY,CURRENT
L0039658,2018-10,739658,2020-09,SCHEDULED_MATURITY,CURRENT
L0039659,2021-05,739659,2024-09,SCHEDULED_MATURITY,CURRENT
L0039660,2013-03,739660,2024-01,FACILITY_EXPIRY,EARLY_DELINQUENCY
L0039661,2017-05,739661,2024-10,SCHEDULED_MATURITY,CURRENT
L0039662,2020-09,739662,2024-09,EARLY_PREPAYMENT,CURRENT
L0039663,2023-07,739663,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039664,2024-05,739664,2026-10,SCHEDULED_MATURITY,CURRENT
L0039665,2026-08,739665,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039666,2010-11,739666,2014-05,EARLY_PREPAYMENT,CURRENT
L0039667,2024-12,739667,2026-09,EARLY_PREPAYMENT,CURRENT
L0039668,2025-08,739668,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039669,2018-01,739669,2019-04,EARLY_PREPAYMENT,CURRENT
L0039670,2018-10,739670,2019-07,FACILITY_EXPIRY,CURRENT
L0039671,2022-09,739671,2026-12,EARLY_PREPAYMENT,CURRENT
L0039672,2025-09,739672,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039673,2018-12,739673,2020-02,EARLY_PREPAYMENT,CURRENT
L0039674,2023-12,739674,2026-04,EARLY_PREPAYMENT,CURRENT
L0039675,2023-07,739675,2024-04,WRITE_OFF,CURRENT
L0039676,2003-06,739676,2007-03,EARLY_PREPAYMENT,CURRENT
L0039677,2004-11,739677,2022-07,EARLY_PREPAYMENT,CURRENT
L0039678,2005-12,739678,2006-11,SCHEDULED_MATURITY,CURRENT
L0039679,2007-12,739679,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0039680,2014-08,739680,2017-03,EARLY_PREPAYMENT,CURRENT
L0039681,2017-07,739681,2019-09,SCHEDULED_MATURITY,CURRENT
L0039682,2018-02,739682,2019-10,SCHEDULED_MATURITY,CURRENT
L0039683,2020-05,739683,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039684,2012-09,739684,2013-05,SCHEDULED_MATURITY,CURRENT
L0039685,2025-01,739685,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039686,2019-08,739686,2023-09,SCHEDULED_MATURITY,CURRENT
L0039687,2023-04,739687,2025-09,SCHEDULED_MATURITY,CURRENT
L0039688,2024-08,739688,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039689,2026-03,739689,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039690,2008-02,739690,2012-05,SCHEDULED_MATURITY,CURRENT
L0039691,1999-03,739691,2004-01,SCHEDULED_MATURITY,CURRENT
L0039692,2007-11,739692,2022-08,WRITE_OFF,SEVERE_DELINQUENCY
L0039693,2013-11,739693,2015-12,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0039694,2015-03,739694,2021-11,SCHEDULED_MATURITY,CURRENT
L0039695,2017-01,739695,2022-08,EARLY_PREPAYMENT,CURRENT
L0039696,2018-01,739696,2022-10,SCHEDULED_MATURITY,CURRENT
L0039697,2025-12,739697,2026-10,EARLY_PREPAYMENT,CURRENT
L0039698,2022-08,739698,2023-11,EARLY_PREPAYMENT,CURRENT
L0039699,2018-08,739699,2023-04,EARLY_PREPAYMENT,CURRENT
L0039700,2021-05,739700,2026-08,EARLY_PREPAYMENT,CURRENT
L0039701,2022-08,739701,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039702,2023-10,739702,2025-01,EARLY_PREPAYMENT,CURRENT
L0039703,2005-10,739703,2020-09,SCHEDULED_MATURITY,CURRENT
L0039704,2006-12,739704,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039705,2012-02,739705,2022-03,SCHEDULED_MATURITY,CURRENT
L0039706,2022-05,739706,2026-11,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039707,2026-08,739707,2026-08,EARLY_PREPAYMENT,CURRENT
L0039708,2026-08,739708,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039709,2003-05,739709,2008-11,SCHEDULED_MATURITY,CURRENT
L0039710,2013-02,739710,2015-02,SCHEDULED_MATURITY,CURRENT
L0039711,2018-06,739711,2020-11,EARLY_PREPAYMENT,CURRENT
L0039712,2015-10,739712,2016-08,EARLY_PREPAYMENT,CURRENT
L0039713,2018-05,739713,2026-10,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039714,2022-12,739714,2026-10,EARLY_PREPAYMENT,CURRENT
L0039715,2025-05,739715,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039716,2001-03,739716,2004-11,SCHEDULED_MATURITY,CURRENT
L0039717,2003-07,739717,2004-10,SCHEDULED_MATURITY,CURRENT
L0039718,2007-04,739718,2012-02,SCHEDULED_MATURITY,CURRENT
L0039719,2025-01,739719,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039720,2003-09,739720,2005-01,EARLY_PREPAYMENT,CURRENT
L0039721,2009-07,739721,2013-04,EARLY_PREPAYMENT,CURRENT
L0039722,2012-12,739722,2017-02,EARLY_PREPAYMENT,CURRENT
L0039723,2014-09,739723,2015-06,EARLY_PREPAYMENT,CURRENT
L0039724,2017-10,739724,2018-04,SCHEDULED_MATURITY,CURRENT
L0039725,2023-11,739725,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039726,2025-02,739726,2026-10,SCHEDULED_MATURITY,CURRENT
L0039727,2025-11,739727,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039728,2019-08,739728,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039729,2026-07,739729,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039730,2012-12,739730,2023-07,FACILITY_EXPIRY,CURRENT
L0039731,2017-05,739731,2020-04,SCHEDULED_MATURITY,CURRENT
L0039732,2018-11,739732,2021-03,EARLY_PREPAYMENT,CURRENT
L0039733,2022-06,739733,2024-10,SCHEDULED_MATURITY,CURRENT
L0039734,2002-03,739734,2004-06,SCHEDULED_MATURITY,CURRENT
L0039735,2012-08,739735,2014-10,SCHEDULED_MATURITY,CURRENT
L0039736,2014-09,739736,2026-12,EARLY_PREPAYMENT,CURRENT
L0039737,2015-02,739737,2016-05,SCHEDULED_MATURITY,CURRENT
L0039738,2018-03,739738,2022-03,SCHEDULED_MATURITY,CURRENT
L0039739,2020-02,739739,,OPEN_DEFAULT_AT_CUTOFF,EARLY_DELINQUENCY
L0039740,2026-11,739740,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039741,2026-10,739741,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039742,2003-09,739742,2011-10,EARLY_PREPAYMENT,CURRENT
L0039743,2008-09,739743,2009-05,EARLY_PREPAYMENT,CURRENT
L0039744,2022-09,739744,2026-07,EARLY_PREPAYMENT,CURRENT
L0039745,2023-12,739745,2026-02,EARLY_PREPAYMENT,CURRENT
L0039746,2026-07,739746,2026-08,EARLY_PREPAYMENT,CURRENT
L0039747,2021-08,739747,2022-05,EARLY_PREPAYMENT,CURRENT
L0039748,2022-01,739748,2026-11,SCHEDULED_MATURITY,CURRENT
L0039749,2023-11,739749,2026-02,EARLY_PREPAYMENT,CURRENT
L0039750,2026-08,739750,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039751,2026-07,739751,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039752,2014-06,739752,2024-04,WRITE_OFF,EARLY_DELINQUENCY
L0039753,2017-09,739753,2019-05,EARLY_PREPAYMENT,CURRENT
L0039754,2018-06,739754,2021-12,EARLY_PREPAYMENT,CURRENT
L0039755,2020-08,739755,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039756,2024-07,739756,2025-12,EARLY_PREPAYMENT,CURRENT
L0039757,2011-10,739757,2017-03,EARLY_PREPAYMENT,CURRENT
L0039758,2013-06,739758,2026-10,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039759,2002-04,739759,2004-07,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0039760,2006-06,739760,2008-08,SCHEDULED_MATURITY,CURRENT
L0039761,2007-05,739761,2008-02,EARLY_PREPAYMENT,CURRENT
L0039762,2012-08,739762,2026-06,WRITE_OFF,EARLY_DELINQUENCY
L0039763,2019-06,739763,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039764,2024-10,739764,2026-12,SCHEDULED_MATURITY,CURRENT
L0039765,2026-01,739765,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039766,2025-01,739766,2026-01,EARLY_PREPAYMENT,CURRENT
L0039767,2016-11,739767,2026-11,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039768,2018-07,739768,2023-03,EARLY_PREPAYMENT,CURRENT
L0039769,2022-11,739769,2024-09,EARLY_PREPAYMENT,CURRENT
L0039770,2022-04,739770,2025-03,WRITE_OFF,CURRENT
L0039771,2019-12,739771,2021-09,EARLY_PREPAYMENT,CURRENT
L0039772,2024-08,739772,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039773,2004-06,739773,2006-03,EARLY_PREPAYMENT,CURRENT
L0039774,2010-11,739774,2016-05,EARLY_PREPAYMENT,CURRENT
L0039775,2012-01,739775,2025-04,WRITE_OFF,SEVERE_DELINQUENCY
L0039776,2017-12,739776,2020-03,EARLY_PREPAYMENT,CURRENT
L0039777,2021-04,739777,2022-12,SCHEDULED_MATURITY,CURRENT
L0039778,2023-01,739778,2025-05,SCHEDULED_MATURITY,CURRENT
L0039779,2026-05,739779,2026-11,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039780,2015-04,739780,2026-11,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039781,2017-01,739781,2023-12,WRITE_OFF,SEVERE_DELINQUENCY
L0039782,2020-10,739782,2022-08,SCHEDULED_MATURITY,CURRENT
L0039783,2022-12,739783,2026-01,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0039784,2025-02,739784,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039785,2000-09,739785,2004-11,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0039786,2002-10,739786,2004-05,EARLY_PREPAYMENT,CURRENT
L0039787,2003-08,739787,2023-05,WRITE_OFF,SEVERE_DELINQUENCY
L0039788,2004-04,739788,2005-10,SCHEDULED_MATURITY,CURRENT
L0039789,2007-06,739789,2026-11,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039790,2008-05,739790,2009-05,SCHEDULED_MATURITY,CURRENT
L0039791,2020-02,739791,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039792,2021-02,739792,2022-01,SCHEDULED_MATURITY,CURRENT
L0039793,2025-06,739793,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039794,2024-05,739794,2025-12,FACILITY_EXPIRY,CURRENT
L0039795,2025-09,739795,2026-02,EARLY_PREPAYMENT,CURRENT
L0039796,2007-07,739796,,OPEN_SEVERE_AT_CUTOFF,CURRENT
L0039797,2011-05,739797,2015-02,EARLY_PREPAYMENT,CURRENT
L0039798,2015-02,739798,2019-07,SCHEDULED_MATURITY,CURRENT
L0039799,2016-05,739799,2021-08,SCHEDULED_MATURITY,CURRENT
L0039800,2026-05,739800,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039801,2001-12,739801,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039802,2005-11,739802,2010-12,SCHEDULED_MATURITY,CURRENT
L0039803,2012-03,739803,2015-07,SCHEDULED_MATURITY,CURRENT
L0039804,2019-12,739804,2025-04,WRITE_OFF,EARLY_DELINQUENCY
L0039805,2020-08,739805,2022-04,FACILITY_EXPIRY,CURRENT
L0039806,1999-08,739806,2003-08,SCHEDULED_MATURITY,CURRENT
L0039807,2006-08,739807,2011-11,SCHEDULED_MATURITY,CURRENT
L0039808,2022-03,739808,2026-01,EARLY_PREPAYMENT,CURRENT
L0039809,2001-05,739809,2005-04,SCHEDULED_MATURITY,CURRENT
L0039810,2005-02,739810,2007-08,SCHEDULED_MATURITY,CURRENT
L0039811,2007-06,739811,2008-11,SCHEDULED_MATURITY,CURRENT
L0039812,2026-03,739812,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039813,2005-12,739813,2005-12,EARLY_PREPAYMENT,CURRENT
L0039814,2008-02,739814,2014-03,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0039815,2014-03,739815,2016-02,SCHEDULED_MATURITY,CURRENT
L0039816,2019-10,739816,2022-10,EARLY_PREPAYMENT,CURRENT
L0039817,2022-01,739817,,OPEN_DEFAULT_AT_CUTOFF,CURRENT
L0039818,2008-01,739818,2012-05,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0039819,2012-01,739819,2016-11,SCHEDULED_MATURITY,CURRENT
L0039820,2013-02,739820,2014-01,SCHEDULED_MATURITY,CURRENT
L0039821,2018-06,739821,2020-10,SCHEDULED_MATURITY,CURRENT
L0039822,2019-11,739822,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039823,2020-10,739823,2022-08,SCHEDULED_MATURITY,CURRENT
L0039824,2025-01,739824,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039825,2004-07,739825,2007-07,SCHEDULED_MATURITY,CURRENT
L0039826,2014-01,739826,2017-01,SCHEDULED_MATURITY,CURRENT
L0039827,2018-02,739827,2020-12,EARLY_PREPAYMENT,CURRENT
L0039828,2025-07,739828,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039829,2026-09,739829,2026-10,EARLY_PREPAYMENT,CURRENT
L0039830,2026-06,739830,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039831,2009-03,739831,2012-11,SCHEDULED_MATURITY,CURRENT
L0039832,2012-07,739832,2014-11,SCHEDULED_MATURITY,CURRENT
L0039833,2016-01,739833,2020-01,SCHEDULED_MATURITY,CURRENT
L0039834,2017-05,739834,2025-10,EARLY_PREPAYMENT,CURRENT
L0039835,2019-05,739835,2020-03,SCHEDULED_MATURITY,CURRENT
L0039836,2024-08,739836,2024-08,EARLY_PREPAYMENT,CURRENT
L0039837,2022-10,739837,2023-07,FACILITY_EXPIRY,CURRENT
L0039838,2024-08,739838,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039839,2026-04,739839,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039840,2021-05,739840,2023-04,SCHEDULED_MATURITY,CURRENT
L0039841,2024-05,739841,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039842,2025-01,739842,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039843,2004-10,739843,2007-02,EARLY_PREPAYMENT,CURRENT
L0039844,2006-10,739844,2023-11,WRITE_OFF,EARLY_DELINQUENCY
L0039845,2012-08,739845,2017-06,SCHEDULED_MATURITY,CURRENT
L0039846,2014-04,739846,,OPEN_SEVERE_AT_CUTOFF,EARLY_DELINQUENCY
L0039847,2017-08,739847,2025-10,EARLY_PREPAYMENT,CURRENT
L0039848,2018-09,739848,2022-06,EARLY_PREPAYMENT,CURRENT
L0039849,2020-10,739849,2023-04,WRITE_OFF,SEVERE_DELINQUENCY
L0039850,2022-12,739850,2023-09,EARLY_PREPAYMENT,CURRENT
L0039851,2023-07,739851,2026-07,SCHEDULED_MATURITY,CURRENT
L0039852,2023-02,739852,2024-04,WRITE_OFF,CURRENT
L0039853,2024-10,739853,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039854,2025-12,739854,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039855,2015-01,739855,2016-06,SCHEDULED_MATURITY,CURRENT
L0039856,2019-12,739856,,OPEN_DEFAULT_AT_CUTOFF,SEVERE_DELINQUENCY
L0039857,2021-09,739857,2023-02,EARLY_PREPAYMENT,CURRENT
L0039858,2026-12,739858,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039859,2017-12,739859,2026-05,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039860,2019-12,739860,2025-06,WRITE_OFF,SEVERE_DELINQUENCY
L0039861,2023-12,739861,2026-04,EARLY_PREPAYMENT,CURRENT
L0039862,2023-10,739862,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039863,2024-05,739863,2026-04,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039864,2024-12,739864,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039865,2026-03,739865,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039866,2014-05,739866,2022-12,WRITE_OFF,SEVERE_DELINQUENCY
L0039867,2016-07,739867,2016-10,EARLY_PREPAYMENT,CURRENT
L0039868,2019-11,739868,2021-11,SCHEDULED_MATURITY,CURRENT
L0039869,2021-08,739869,2021-08,EARLY_PREPAYMENT,CURRENT
L0039870,2023-10,739870,2024-05,EARLY_PREPAYMENT,CURRENT
L0039871,2023-08,739871,2026-10,WRITE_OFF,CURRENT
L0039872,2024-08,739872,2026-01,SCHEDULED_MATURITY,CURRENT
L0039873,2013-03,739873,2016-01,SCHEDULED_MATURITY,CURRENT
L0039874,2016-03,739874,2019-07,SCHEDULED_MATURITY,CURRENT
L0039875,2017-12,739875,2020-06,EARLY_PREPAYMENT,CURRENT
L0039876,2004-03,739876,2006-10,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0039877,2014-04,739877,2016-05,SCHEDULED_MATURITY,EARLY_DELINQUENCY
L0039878,2017-12,739878,2022-12,EARLY_PREPAYMENT,CURRENT
L0039879,2023-10,739879,2025-01,WRITE_OFF,CURRENT
L0039880,2025-02,739880,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039881,2025-10,739881,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039882,2010-04,739882,2026-06,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039883,2011-10,739883,2016-02,EARLY_PREPAYMENT,EARLY_DELINQUENCY
L0039884,2018-12,739884,2020-03,EARLY_PREPAYMENT,CURRENT
L0039885,2025-12,739885,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039886,2025-05,739886,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039887,2002-06,739887,2004-03,EARLY_PREPAYMENT,CURRENT
L0039888,2011-06,739888,2016-09,SCHEDULED_MATURITY,CURRENT
L0039889,2025-06,739889,2025-06,EARLY_PREPAYMENT,CURRENT
L0039890,2011-04,739890,2015-08,SCHEDULED_MATURITY,CURRENT
L0039891,2013-01,739891,2016-09,FACILITY_EXPIRY,CURRENT
L0039892,2014-01,739892,2015-01,SCHEDULED_MATURITY,CURRENT
L0039893,2015-09,739893,2019-10,SCHEDULED_MATURITY,CURRENT
L0039894,2016-11,739894,2023-11,FACILITY_EXPIRY,CURRENT
L0039895,2017-03,739895,2023-08,SCHEDULED_MATURITY,CURRENT
L0039896,2006-02,739896,2009-01,SCHEDULED_MATURITY,CURRENT
L0039897,2007-03,739897,2008-10,SCHEDULED_MATURITY,CURRENT
L0039898,2017-05,739898,2023-02,EARLY_PREPAYMENT,CURRENT
L0039899,2018-07,739899,2020-08,SCHEDULED_MATURITY,CURRENT
L0039900,2024-04,739900,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039901,2025-01,739901,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039902,2026-06,739902,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039903,2024-03,739903,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039904,2025-06,739904,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039905,2015-04,739905,2020-03,SCHEDULED_MATURITY,CURRENT
L0039906,2018-03,739906,2020-03,SCHEDULED_MATURITY,CURRENT
L0039907,2024-03,739907,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039908,2015-11,739908,2026-03,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0039909,2016-03,739909,2017-02,SCHEDULED_MATURITY,CURRENT
L0039910,2026-07,739910,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039911,2010-12,739911,2026-10,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039912,2014-05,739912,2017-05,SCHEDULED_MATURITY,CURRENT
L0039913,2018-10,739913,2020-09,SCHEDULED_MATURITY,CURRENT
L0039914,2024-05,739914,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039915,2026-12,739915,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039916,2008-08,739916,2013-08,SCHEDULED_MATURITY,CURRENT
L0039917,2015-04,739917,2017-05,EARLY_PREPAYMENT,CURRENT
L0039918,2018-07,739918,2018-07,EARLY_PREPAYMENT,CURRENT
L0039919,2016-10,739919,2022-11,SCHEDULED_MATURITY,CURRENT
L0039920,2021-09,739920,2021-09,EARLY_PREPAYMENT,CURRENT
L0039921,2025-10,739921,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039922,2025-11,739922,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039923,2018-11,739923,2026-09,SEVERE_RECOGNIZED_AT_CUTOFF,SEVERE_DELINQUENCY
L0039924,2022-04,739924,2023-06,EARLY_PREPAYMENT,CURRENT
L0039925,2025-08,739925,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039926,2014-09,739926,2026-09,EARLY_PREPAYMENT,CURRENT
L0039927,2019-10,739927,2020-11,SCHEDULED_MATURITY,CURRENT
L0039928,2025-12,739928,2026-09,EARLY_PREPAYMENT,CURRENT
L0039929,2025-07,739929,2025-07,EARLY_PREPAYMENT,CURRENT
L0039930,2023-12,739930,2025-08,EARLY_PREPAYMENT,CURRENT
L0039931,2023-02,739931,,OPEN_CURRENT_AT_CUTOFF,CURRENT
L0039932,2024-05,739932,2026-12,RESTRUCTURE_AFTER_DEFAULT,CURRENT
L0039933,1999-01,739933,2001-06,SCHEDULED_MATURITY,CURRENT
L0039934,2007-07,739934,2009-01,EARLY_PREPAYMENT,CURRENT
L0039935,2008-10,739935,2023-01,EARLY_PREPAYMENT,CURRENT
L0039936,2019-09,739936,2019-09,EARLY_PREPAYMENT,CURRENT
L0039937,2023-05,739937,2024-06,FACILITY_EXPIRY,CURRENT
L0039938,2019-09,739938,2024-08,SCHEDULED_MATURITY,CURRENT
L0039939,2022-03,739939,2026-01,EARLY_PREPAYMENT,CURRENT
L0039940,2026-03,739940,2026-12,SEVERE_RECOGNIZED_AT_CUTOFF,CURRENT
L0039941,2024-07,739941,2026-06,SCHEDULED_MATURITY,CURRENT
