realized_shocks,systemic_shocks,regional_shocks,sectoral_shocks,positive_shocks,negative_shocks,active_months,quiet_months,overlap_months,max_simultaneous_shocks,mean_abs_net_intensity,audit_world,world_seed
9,5,3,1,2,7,59,13,21,2,0.30220037847222225,7594,80389968
3,2,0,1,0,3,29,43,12,2,0.20063056,7595,80397887
6,3,3,0,2,4,30,42,14,3,0.17846827458333334,7596,80405806
5,0,5,0,0,5,38,34,4,2,0.19013884374999998,7597,80413725
8,4,2,2,3,5,39,33,25,3,0.25576507583333336,7598,80421644
8,6,2,0,1,7,45,27,17,3,0.24832153541666666,7599,80429563
7,2,3,2,3,4,51,21,19,2,0.21835778236111109,7600,80437482
6,4,2,0,2,4,51,21,22,3,0.2421898704166667,7601,80445401
6,3,2,1,1,5,48,24,17,2,0.33095963666666667,7602,80453320
9,3,2,4,6,3,58,14,22,3,0.3187047398611111,7603,80461239
6,5,1,0,5,1,48,24,27,3,0.18447841555555555,7604,80469158
6,3,1,2,2,4,46,26,6,2,0.1601223398611111,7605,80477077
3,1,1,1,0,3,24,48,1,2,0.11974718930555556,7606,80484996
8,2,3,3,2,6,49,23,33,3,0.2661434918055556,7607,80492915
4,3,0,1,1,3,34,38,0,1,0.16489560833333336,7608,80500834
6,1,2,3,2,4,40,32,17,3,0.14835585444444443,7609,80508753
5,2,1,2,4,1,42,30,15,2,0.23358191680555557,7610,80516672
1,1,0,0,0,1,8,64,0,1,0.04920569916666667,7611,80524591
6,3,1,2,5,1,43,29,11,3,0.23107907986111112,7612,80532510
1,1,0,0,0,1,7,65,0,1,0.02891230027777778,7613,80540429
15,10,3,2,3,12,58,14,28,8,0.38442673125,7614,80548348
5,2,1,2,1,4,41,31,9,2,0.26658468444444444,7615,80556267
5,2,1,2,1,4,38,34,13,2,0.20454916777777776,7616,80564186
9,3,2,4,3,6,55,17,20,3,0.21062556819444447,7617,80572105
10,7,0,3,6,4,58,14,40,4,0.34133393333333334,7618,80580024
10,5,5,0,3,7,62,10,32,4,0.3882823977777778,7619,80587943
7,3,4,0,4,3,47,25,6,2,0.20235262986111113,7620,80595862
5,0,3,2,1,4,28,44,15,4,0.1171703326388889,7621,80603781
8,1,4,3,5,3,50,22,26,4,0.19102849902777777,7622,80611700
4,1,1,2,0,4,26,46,7,2,0.15693425875,7623,80619619
3,1,1,1,0,3,19,53,5,2,0.08233133416666666,7624,80627538
7,4,2,1,1,6,43,29,24,4,0.30196289027777773,7625,80635457
11,6,3,2,5,6,59,13,28,3,0.2312581023611111,7626,80643376
8,4,3,1,2,6,52,20,27,3,0.28232755430555556,7627,80651295
10,7,1,2,4,6,55,17,42,4,0.3167390679166667,7628,80659214
3,1,2,0,1,2,11,61,5,2,0.06596356013888888,7629,80667133
10,3,3,4,3,7,61,11,29,3,0.30975560763888893,7630,80675052
12,4,4,4,5,7,54,18,41,4,0.3477931254166667,7631,80682971
5,2,1,2,0,5,22,50,8,2,0.11915017638888889,7632,80690890
4,3,1,0,2,2,32,40,4,2,0.15444932930555558,7633,80698809
4,2,2,0,0,4,29,43,0,1,0.10407709763888888,7634,80706728
5,3,2,0,2,3,33,39,10,2,0.1731792897222222,7635,80714647
3,2,1,0,0,3,30,42,14,3,0.15862265097222222,7636,80722566
7,4,2,1,3,4,52,20,19,3,0.30486158874999997,7637,80730485
8,6,2,0,3,5,50,22,28,3,0.22131116138888887,7638,80738404
7,4,3,0,1,6,43,29,9,3,0.2647938384722222,7639,80746323
6,3,1,2,3,3,28,44,8,4,0.15533774763888888,7640,80754242
4,1,1,2,2,2,22,50,10,3,0.10778979388888889,7641,80762161
8,1,4,3,3,5,57,15,21,3,0.28354843097222227,7642,80770080
7,1,2,4,2,5,43,29,21,4,0.26979308319444445,7643,80777999
5,2,3,0,3,2,32,40,13,3,0.11025819791666668,7644,80785918
3,0,2,1,2,1,22,50,8,2,0.03711113486111111,7645,80793837
9,4,4,1,3,6,50,22,26,3,0.29520635819444446,7646,80801756
3,1,1,1,2,1,20,52,6,2,0.09375974347222223,7647,80809675
5,2,0,3,3,2,29,43,16,3,0.056301964583333336,7648,80817594
6,4,2,0,1,5,40,32,9,2,0.21585530555555554,7649,80825513
4,0,2,2,1,3,25,47,7,2,0.09638049847222223,7650,80833432
4,3,1,0,0,4,28,44,20,2,0.15063411583333333,7651,80841351
11,5,2,4,6,5,56,16,34,3,0.22240167458333338,7652,80849270
8,6,0,2,6,2,52,20,29,3,0.2708449681944444,7653,80857189
7,5,1,1,3,4,48,24,23,3,0.15903668513888888,7654,80865108
5,3,0,2,3,2,35,37,6,2,0.1418840988888889,7655,80873027
4,3,0,1,3,1,18,54,4,2,0.08860141055555555,7656,80880946
4,3,1,0,0,4,33,39,13,2,0.15819171125,7657,80888865
8,3,3,2,4,4,51,21,11,4,0.32625806999999996,7658,80896784
6,2,2,2,1,5,43,29,18,2,0.20161326874999996,7659,80904703
5,2,2,1,3,2,36,36,11,3,0.13233492972222222,7660,80912622
9,2,5,2,3,6,54,18,29,4,0.2209982379166667,7661,80920541
8,5,2,1,0,8,51,21,18,3,0.24987570986111113,7662,80928460
10,6,1,3,5,5,57,15,23,3,0.18533877180555555,7663,80936379
5,2,2,1,2,3,41,31,5,2,0.14578309527777777,7664,80944298
6,2,2,2,1,5,39,33,3,2,0.14332278833333334,7665,80952217
7,6,0,1,2,5,45,27,27,3,0.2559914302777778,7666,80960136
10,4,3,3,4,6,62,10,27,3,0.2695071490277778,7667,80968055
8,4,1,3,2,6,55,17,26,3,0.36450182694444444,7668,80975974
3,1,0,2,1,2,33,39,0,1,0.13648875319444442,7669,80983893
5,3,2,0,0,5,48,24,5,2,0.19121321791666668,7670,80991812
4,3,0,1,2,2,34,38,7,2,0.1572033625,7671,80999731
4,2,0,2,1,3,29,43,9,3,0.14782954888888888,7672,81007650
7,4,1,2,2,5,52,20,17,3,0.1956106563888889,7673,81015569
4,0,3,1,2,2,20,52,7,2,0.1112169098611111,7674,81023488
4,1,3,0,3,1,21,51,8,2,0.07115631569444443,7675,81031407
9,2,5,2,3,6,46,26,28,3,0.26787333930555557,7676,81039326
7,2,3,2,3,4,45,27,14,3,0.2284512297222222,7677,81047245
12,5,3,4,1,11,64,8,40,5,0.5271506576388889,7678,81055164
4,3,0,1,1,3,40,32,6,2,0.08623631055555556,7679,81063083
7,4,2,1,2,5,52,20,27,3,0.25211512555555554,7680,81071002
13,9,4,0,3,10,62,10,42,4,0.26511816972222224,7681,81078921
5,1,1,3,3,2,34,38,11,2,0.11899756972222224,7682,81086840
6,3,1,2,4,2,48,24,33,3,0.16666133374999997,7683,81094759
6,2,4,0,2,4,46,26,12,2,0.1649525261111111,7684,81102678
6,1,2,3,2,4,44,28,22,3,0.21994637902777775,7685,81110597
9,4,3,2,4,5,58,14,25,3,0.2903725859722222,7686,81118516
9,5,3,1,2,7,58,14,18,3,0.31605990305555554,7687,81126435
10,5,3,2,4,6,62,10,29,3,0.25292748555555555,7688,81134354
4,2,1,1,2,2,25,47,4,2,0.13123943069444444,7689,81142273
7,5,1,1,3,4,56,16,19,3,0.2098396413888889,7690,81150192
8,2,3,3,2,6,56,16,17,2,0.26349669736111114,7691,81158111
5,2,2,1,2,3,33,39,14,2,0.14016247541666665,7692,81166030
4,2,0,2,1,3,45,27,0,1,0.20531225347222223,7693,81173949
2,1,0,1,2,0,33,39,0,1,0.08880226986111112,7694,81181868
3,1,1,1,1,2,21,51,6,2,0.14079290263888888,7695,81189787
4,2,0,2,3,1,38,34,4,2,0.15052969819444448,7696,81197706
4,0,3,1,2,2,26,46,9,3,0.11291228555555557,7697,81205625
1,0,0,1,1,0,10,62,0,1,0.02670073847222222,7698,81213544
11,5,3,3,4,7,61,11,40,5,0.47098504722222223,7699,81221463
6,5,0,1,2,4,41,31,18,3,0.19017602666666666,7700,81229382
8,4,3,1,2,6,38,34,29,4,0.15373292902777777,7701,81237301
4,1,2,1,2,2,33,39,4,2,0.09291800083333333,7702,81245220
9,4,4,1,2,7,56,16,29,3,0.38451413902777776,7703,81253139
7,3,3,1,3,4,53,19,23,3,0.3113734515277778,7704,81261058
7,3,4,0,3,4,56,16,18,3,0.2357932340277778,7705,81268977
6,4,1,1,1,5,58,14,16,3,0.2771276891666667,7706,81276896
7,4,0,3,2,5,46,26,8,2,0.1844427090277778,7707,81284815
5,1,3,1,2,3,32,40,0,1,0.14240206083333332,7708,81292734
5,3,2,0,3,2,36,36,15,3,0.15848482166666666,7709,81300653
5,3,2,0,2,3,40,32,10,2,0.1209148061111111,7710,81308572
9,5,2,2,6,3,57,15,29,4,0.24379020277777774,7711,81316491
6,3,2,1,1,5,45,27,20,2,0.1552183686111111,7712,81324410
9,6,1,2,6,3,47,25,24,4,0.19696547041666665,7713,81332329
5,4,0,1,1,4,41,31,26,3,0.30060217624999996,7714,81340248
9,3,3,3,0,9,52,20,25,3,0.4069978041666667,7715,81348167
4,3,0,1,4,0,27,45,0,1,0.1647602419444444,7716,81356086
5,2,0,3,4,1,49,23,15,2,0.17194029958333334,7717,81364005
7,1,4,2,2,5,43,29,11,3,0.23693853333333337,7718,81371924
2,1,1,0,0,2,26,46,0,1,0.1061333238888889,7719,81379843
5,1,2,2,3,2,20,52,11,4,0.07328479263888889,7720,81387762
7,3,4,0,4,3,38,34,11,3,0.19581294916666667,7721,81395681
5,3,1,1,3,2,38,34,12,2,0.17811715777777776,7722,81403600
3,1,0,2,1,2,26,46,4,2,0.12256458180555556,7723,81411519
4,3,1,0,2,2,27,45,1,2,0.11625607638888888,7724,81419438
10,6,3,1,2,8,64,8,38,3,0.32864636347222226,7725,81427357
13,4,5,4,6,7,69,3,48,4,0.36569104388888884,7726,81435276
8,2,2,4,3,5,48,24,20,3,0.2910096569444445,7727,81443195
11,6,4,1,3,8,47,25,29,4,0.3824950841666667,7728,81451114
6,4,2,0,1,5,41,31,11,2,0.22876601277777775,7729,81459033
7,3,2,2,5,2,36,36,13,4,0.28674369555555557,7730,81466952
8,5,1,2,4,4,37,35,13,5,0.1448480491666667,7731,81474871
10,4,3,3,1,9,58,14,20,3,0.2817827509722222,7732,81482790
8,4,2,2,3,5,49,23,21,3,0.23456904416666666,7733,81490709
8,6,2,0,2,6,42,30,23,3,0.3489600166666667,7734,81498628
10,3,4,3,4,6,52,20,27,3,0.33783176402777776,7735,81506547
8,4,4,0,1,7,55,17,27,4,0.4363639215277778,7736,81514466
8,4,2,2,5,3,58,14,25,2,0.4463123404166666,7737,81522385
4,1,1,2,1,3,31,41,4,2,0.08601707277777777,7738,81530304
9,6,2,1,3,6,55,17,25,4,0.2298481647222222,7739,81538223
4,2,2,0,1,3,21,51,4,2,0.09538681819444444,7740,81546142
3,1,2,0,0,3,27,45,0,1,0.15199527472222224,7741,81554061
4,1,2,1,0,4,28,44,0,1,0.15245296680555553,7742,81561980
10,6,4,0,5,5,52,20,35,3,0.18260667916666667,7743,81569899
8,4,1,3,3,5,56,16,25,2,0.3375331979166667,7744,81577818
9,2,4,3,3,6,52,20,14,4,0.23648578027777775,7745,81585737
8,5,2,1,4,4,44,28,15,3,0.1631752798611111,7746,81593656
2,0,1,1,0,2,22,50,0,1,0.117089195,7747,81601575
6,2,3,1,1,5,42,30,3,2,0.17886405402777777,7748,81609494
9,2,4,3,5,4,57,15,24,3,0.20523401972222224,7749,81617413
3,3,0,0,2,1,30,42,10,2,0.1784417013888889,7750,81625332
10,6,1,3,4,6,54,18,25,4,0.22838687166666669,7751,81633251
9,3,2,4,5,4,51,21,16,2,0.22628650458333333,7752,81641170
6,3,2,1,3,3,41,31,12,2,0.20704540277777778,7753,81649089
6,5,1,0,2,4,36,36,20,3,0.29023516111111114,7754,81657008
3,0,2,1,0,3,23,49,6,2,0.12347774472222223,7755,81664927
8,2,4,2,3,5,54,18,13,3,0.21998103986111114,7756,81672846
6,3,1,2,3,3,50,22,11,3,0.23194567166666666,7757,81680765
5,2,3,0,1,4,37,35,18,2,0.17093338777777778,7758,81688684
9,6,3,0,2,7,63,9,28,4,0.40660214361111113,7759,81696603
10,5,4,1,4,6,55,17,20,4,0.30348883694444445,7760,81704522
10,6,1,3,5,5,59,13,35,4,0.3076641133333333,7761,81712441
5,3,1,1,2,3,36,36,25,3,0.12119096375,7762,81720360
2,0,2,0,1,1,19,53,0,1,0.09040111249999999,7763,81728279
7,4,2,1,1,6,35,37,16,4,0.23412967333333334,7764,81736198
7,4,1,2,2,5,43,29,32,3,0.2570442059722222,7765,81744117
8,3,3,2,1,7,40,32,13,4,0.2859110041666667,7766,81752036
6,3,0,3,2,4,37,35,9,3,0.17549131777777777,7767,81759955
4,2,0,2,3,1,38,34,16,2,0.15686355180555556,7768,81767874
6,5,0,1,1,5,33,39,20,3,0.2183747416666667,7769,81775793
7,3,2,2,1,6,59,13,10,3,0.22334955597222222,7770,81783712
8,5,2,1,2,6,49,23,37,4,0.2529739948611111,7771,81791631
5,3,1,1,2,3,44,28,8,3,0.17490944791666665,7772,81799550
5,2,0,3,4,1,35,37,7,3,0.14891457277777778,7773,81807469
6,2,4,0,2,4,37,35,19,2,0.19389077305555555,7774,81815388
7,5,0,2,2,5,50,22,12,3,0.1910400286111111,7775,81823307
10,5,3,2,4,6,53,19,37,3,0.3225931401388889,7776,81831226
4,1,2,1,0,4,49,23,0,1,0.17136202374999998,7777,81839145
2,2,0,0,1,1,17,55,5,2,0.07981041819444444,7778,81847064
9,4,2,3,4,5,58,14,37,4,0.22723032430555554,7779,81854983
6,2,1,3,2,4,33,39,12,3,0.11391190041666668,7780,81862902
8,3,4,1,1,7,34,38,25,4,0.24673130833333332,7781,81870821
8,3,3,2,3,5,54,18,33,3,0.15952984625,7782,81878740
9,5,2,2,4,5,42,30,33,4,0.2504975177777778,7783,81886659
7,2,4,1,2,5,51,21,22,3,0.2617447620833333,7784,81894578
9,6,2,1,3,6,55,17,27,3,0.3030652023611111,7785,81902497
5,4,1,0,2,3,27,45,12,2,0.18936991347222223,7786,81910416
7,4,3,0,1,6,45,27,20,4,0.26515786125,7787,81918335
8,6,1,1,4,4,59,13,28,3,0.2986312340277778,7788,81926254
11,4,4,3,5,6,48,24,26,3,0.2404671058333333,7789,81934173
7,3,2,2,1,6,43,29,18,3,0.31976979402777783,7790,81942092
5,1,3,1,3,2,34,38,2,2,0.14613459305555557,7791,81950011
3,3,0,0,2,1,42,30,6,2,0.17171496944444445,7792,81957930
8,4,3,1,3,5,53,19,22,3,0.29138991819444443,7793,81965849
4,2,1,1,2,2,36,36,8,2,0.1258445098611111,7794,81973768
5,3,0,2,3,2,40,32,13,3,0.17073032749999997,7795,81981687
4,2,2,0,0,4,32,40,12,3,0.24839840166666663,7796,81989606
11,5,3,3,3,8,47,25,19,6,0.3146257604166667,7797,81997525
6,1,1,4,3,3,50,22,9,2,0.22722553416666663,7798,82005444
9,4,4,1,2,7,49,23,27,3,0.37434209902777776,7799,82013363
3,1,2,0,2,1,26,46,0,1,0.08668251388888888,7800,82021282
11,5,4,2,3,8,62,10,47,3,0.43063747277777775,7801,82029201
7,2,4,1,1,6,36,36,26,3,0.27816733875000005,7802,82037120
6,2,3,1,1,5,45,27,7,3,0.2723848927777778,7803,82045039
8,4,3,1,1,7,63,9,34,4,0.34352401097222224,7804,82052958
4,1,1,2,2,2,40,32,0,1,0.15414500625000002,7805,82060877
9,4,2,3,5,4,58,14,23,4,0.31489654986111115,7806,82068796
9,4,3,2,2,7,58,14,26,3,0.2920203518055556,7807,82076715
4,2,2,0,0,4,48,24,12,2,0.2673063725,7808,82084634
7,3,2,2,2,5,40,32,23,3,0.22668185875000002,7809,82092553
5,3,0,2,4,1,37,35,5,2,0.15234241208333332,7810,82100472
2,1,0,1,0,2,11,61,4,2,0.07140255194444443,7811,82108391
5,2,2,1,2,3,25,47,8,2,0.1457947898611111,7812,82116310
3,0,1,2,2,1,19,53,1,2,0.09526800472222223,7813,82124229
6,4,1,1,1,5,36,36,18,3,0.24661337916666662,7814,82132148
5,2,1,2,2,3,53,19,6,2,0.2290223875,7815,82140067
8,5,1,2,4,4,54,18,33,4,0.20668332597222222,7816,82147986
8,2,3,3,4,4,53,19,21,3,0.21769520416666666,7817,82155905
4,2,1,1,0,4,27,45,3,2,0.13746359347222223,7818,82163824
5,4,0,1,2,3,38,34,6,2,0.2153299463888889,7819,82171743
4,2,0,2,2,2,40,32,1,2,0.13381793430555555,7820,82179662
6,3,0,3,2,4,43,29,13,2,0.1832504027777778,7821,82187581
8,6,1,1,5,3,55,17,19,3,0.2667529913888889,7822,82195500
7,3,2,2,2,5,59,13,19,3,0.3638202398611111,7823,82203419
3,1,0,2,2,1,32,40,0,1,0.1276770011111111,7824,82211338
4,2,2,0,1,3,29,43,11,2,0.17278778625,7825,82219257
10,2,4,4,2,8,51,21,34,4,0.27521890958333334,7826,82227176
2,0,2,0,0,2,19,53,0,1,0.05306185555555556,7827,82235095
8,2,3,3,5,3,46,26,13,3,0.26214285069444443,7828,82243014
11,4,4,3,4,7,58,14,39,3,0.3488485723611111,7829,82250933
12,6,1,5,5,7,64,8,44,4,0.49281854263888886,7830,82258852
5,2,2,1,3,2,40,32,8,2,0.11112014388888888,7831,82266771
4,2,2,0,1,3,38,34,3,2,0.18563516000000002,7832,82274690
7,1,1,5,3,4,45,27,15,3,0.18568454555555552,7833,82282609
10,5,4,1,3,7,57,15,30,4,0.2716494390277778,7834,82290528
8,4,3,1,4,4,45,27,22,4,0.23551586819444445,7835,82298447
10,4,1,5,3,7,48,24,24,3,0.2742984584722222,7836,82306366
6,4,0,2,2,4,36,36,13,2,0.2162200363888889,7837,82314285
10,3,4,3,4,6,54,18,25,3,0.17106100472222222,7838,82322204
4,3,1,0,2,2,42,30,21,3,0.1909050661111111,7839,82330123
6,1,2,3,1,5,40,32,12,2,0.17144340277777775,7840,82338042
8,5,3,0,2,6,38,34,17,3,0.19263986805555555,7841,82345961
3,0,1,2,1,2,21,51,7,2,0.12470142069444444,7842,82353880
9,4,3,2,2,7,57,15,23,3,0.25944372222222223,7843,82361799
11,4,2,5,5,6,62,10,44,3,0.2744842477777778,7844,82369718
5,4,1,0,2,3,30,42,9,2,0.12713353944444444,7845,82377637
8,3,4,1,1,7,48,24,23,3,0.3068992638888889,7846,82385556
5,1,3,1,2,3,49,23,3,2,0.17829376749999998,7847,82393475
5,2,3,0,3,2,47,25,7,2,0.15982740152777777,7848,82401394
6,4,1,1,2,4,39,33,23,2,0.1816718048611111,7849,82409313
2,0,0,2,2,0,16,56,0,1,0.07129945527777777,7850,82417232
8,4,2,2,3,5,49,23,22,4,0.23145665611111108,7851,82425151
4,3,0,1,1,3,30,42,3,2,0.12883583555555556,7852,82433070
9,4,4,1,3,6,51,21,14,3,0.27202161152777776,7853,82440989
9,6,1,2,4,5,44,28,32,3,0.4111126770833333,7854,82448908
5,2,2,1,2,3,39,33,5,2,0.16135108083333333,7855,82456827
13,7,3,3,7,6,59,13,33,6,0.3858548066666667,7856,82464746
10,7,1,2,2,8,60,12,29,4,0.35572061555555556,7857,82472665
5,2,2,1,3,2,36,36,8,2,0.1540852723611111,7858,82480584
5,3,1,1,2,3,48,24,3,2,0.2663390772222222,7859,82488503
4,1,1,2,3,1,30,42,7,2,0.1204106048611111,7860,82496422
10,5,1,4,5,5,55,17,29,5,0.20416363999999998,7861,82504341
8,2,4,2,3,5,48,24,30,2,0.16599146861111114,7862,82512260
8,7,0,1,3,5,59,13,37,3,0.2876007604166666,7863,82520179
10,8,1,1,4,6,56,16,33,5,0.43430913902777785,7864,82528098
4,3,0,1,2,2,37,35,7,2,0.18010965125,7865,82536017
10,5,2,3,3,7,69,3,34,4,0.39398347152777785,7866,82543936
8,3,3,2,4,4,49,23,20,3,0.3063272540277778,7867,82551855
4,1,1,2,2,2,25,47,14,3,0.0717945125,7868,82559774
5,3,2,0,1,4,34,38,15,2,0.17680772958333332,7869,82567693
6,3,2,1,1,5,48,24,21,3,0.33419851874999995,7870,82575612
7,4,2,1,0,7,50,22,27,3,0.26139138069444445,7871,82583531
8,4,3,1,1,7,28,44,15,3,0.1562236463888889,7872,82591450
1,1,0,0,0,1,9,63,0,1,0.024052323333333334,7873,82599369
5,2,2,1,1,4,22,50,13,3,0.07577610597222223,7874,82607288
8,5,2,1,2,6,49,23,36,3,0.29768425430555556,7875,82615207
3,1,1,1,2,1,36,36,10,2,0.16634217194444442,7876,82623126
9,7,2,0,2,7,43,29,34,4,0.4436026026388889,7877,82631045
5,4,1,0,1,4,31,41,24,2,0.1751459726388889,7878,82638964
5,1,2,2,0,5,34,38,13,2,0.1753240238888889,7879,82646883
3,1,2,0,2,1,18,54,0,1,0.09401647736111113,7880,82654802
8,6,1,1,2,6,43,29,27,3,0.32786967361111113,7881,82662721
10,4,3,3,6,4,58,14,27,3,0.30708428805555554,7882,82670640
6,4,2,0,1,5,34,38,9,2,0.2268947811111111,7883,82678559
3,3,0,0,1,2,27,45,0,1,0.15262693347222223,7884,82686478
5,4,1,0,2,3,33,39,4,2,0.1529984870833333,7885,82694397
6,2,1,3,2,4,60,12,17,2,0.26712948708333334,7886,82702316
11,8,1,2,6,5,47,25,42,4,0.40221703458333335,7887,82710235
7,3,1,3,1,6,31,41,18,5,0.15808024625,7888,82718154
8,5,1,2,3,5,60,12,20,3,0.32633361222222224,7889,82726073
9,4,3,2,5,4,60,12,35,2,0.27039975097222224,7890,82733992
6,2,2,2,1,5,36,36,20,3,0.23837110347222223,7891,82741911
8,6,0,2,2,6,56,16,27,3,0.29114207986111107,7892,82749830
7,1,2,4,2,5,44,28,22,3,0.2336063913888889,7893,82757749
5,1,3,1,1,4,38,34,8,2,0.1557361141666667,7894,82765668
8,3,2,3,3,5,60,12,10,3,0.2508954869444444,7895,82773587
6,2,1,3,3,3,36,36,14,3,0.2252251623611111,7896,82781506
7,5,2,0,3,4,32,40,24,5,0.26075319458333335,7897,82789425
4,1,2,1,0,4,29,43,3,2,0.14740431847222224,7898,82797344
6,3,1,2,3,3,46,26,11,2,0.2530654090277778,7899,82805263
10,4,4,2,2,8,58,14,34,4,0.33356355083333333,7900,82813182
9,4,2,3,2,7,46,26,21,4,0.28850082763888885,7901,82821101
13,7,1,5,6,7,60,12,35,5,0.2862204818055556,7902,82829020
8,4,3,1,1,7,43,29,27,3,0.25379630513888896,7903,82836939
4,1,1,2,0,4,33,39,5,2,0.12858301597222224,7904,82844858
2,0,1,1,0,2,13,59,0,1,0.056581813888888895,7905,82852777
6,3,2,1,2,4,40,32,18,3,0.2518948223611111,7906,82860696
7,0,3,4,3,4,42,30,25,3,0.2296149977777778,7907,82868615
5,3,2,0,1,4,35,37,16,3,0.17205660222222222,7908,82876534
7,2,2,3,5,2,47,25,17,3,0.22073386680555554,7909,82884453
7,3,2,2,3,4,28,44,13,5,0.12006868319444444,7910,82892372
6,4,1,1,2,4,45,27,14,3,0.12738720680555554,7911,82900291
10,4,3,3,5,5,55,17,30,3,0.29717467458333335,7912,82908210
6,1,3,2,2,4,35,37,19,2,0.15432993819444443,7913,82916129
4,1,1,2,0,4,41,31,5,2,0.22397924472222222,7914,82924048
5,4,1,0,2,3,40,32,20,2,0.30711639027777776,7915,82931967
6,2,3,1,2,4,37,35,10,3,0.1873508577777778,7916,82939886
8,4,4,0,3,5,58,14,22,3,0.36953374263888894,7917,82947805
4,2,1,1,2,2,33,39,13,2,0.18159294875,7918,82955724
10,3,4,3,3,7,61,11,26,3,0.3605351436111111,7919,82963643
6,3,2,1,2,4,38,34,10,3,0.14464873708333334,7920,82971562
5,3,1,1,3,2,40,32,10,3,0.15196108708333333,7921,82979481
9,6,1,2,6,3,48,24,28,4,0.27572505291666666,7922,82987400
3,1,2,0,2,1,17,55,0,1,0.09893826652777778,7923,82995319
8,4,0,4,2,6,57,15,19,2,0.26723845638888893,7924,83003238
5,3,2,0,0,5,44,28,13,3,0.24705032972222224,7925,83011157
10,6,2,2,5,5,46,26,25,4,0.2557339973611111,7926,83019076
5,1,2,2,2,3,37,35,2,2,0.11418474638888891,7927,83026995
8,5,2,1,1,7,63,9,15,3,0.3506346404166667,7928,83034914
1,0,0,1,0,1,8,64,0,1,0.026138940694444446,7929,83042833
7,4,1,2,2,5,42,30,22,4,0.39339539027777776,7930,83050752
3,1,1,1,0,3,25,47,7,2,0.14387244208333333,7931,83058671
2,1,1,0,1,1,12,60,5,2,0.05831746916666666,7932,83066590
4,1,1,2,1,3,28,44,5,2,0.12984649722222222,7933,83074509
1,0,1,0,0,1,12,60,0,1,0.047655528333333336,7934,83082428
4,1,3,0,0,4,27,45,7,2,0.1448684,7935,83090347
5,1,3,1,3,2,36,36,6,2,0.14500286236111112,7936,83098266
1,0,0,1,0,1,2,70,0,1,0.012135473055555556,7937,83106185
11,4,4,3,5,6,65,7,30,4,0.32267256666666666,7938,83114104
8,4,4,0,1,7,57,15,24,3,0.36018067375,7939,83122023
7,5,1,1,2,5,48,24,18,2,0.25144853791666666,7940,83129942
6,1,3,2,3,3,29,43,12,2,0.1355295936111111,7941,83137861
6,1,3,2,4,2,48,24,18,2,0.22854319652777777,7942,83145780
8,4,4,0,0,8,39,33,23,4,0.36149784430555554,7943,83153699
8,5,2,1,3,5,50,22,18,2,0.25898245708333334,7944,83161618
4,2,1,1,2,2,22,50,7,3,0.0889360336111111,7945,83169537
5,4,1,0,3,2,30,42,19,2,0.17322809055555558,7946,83177456
4,3,1,0,1,3,41,31,0,1,0.17691086541666667,7947,83185375
6,3,2,1,2,4,56,16,10,2,0.14585270694444444,7948,83193294
8,5,3,0,1,7,60,12,32,3,0.33357814625000004,7949,83201213
8,4,2,2,3,5,51,21,19,4,0.32532278444444446,7950,83209132
10,3,6,1,3,7,48,24,27,3,0.2827630990277778,7951,83217051
10,6,3,1,4,6,60,12,27,4,0.29508152944444443,7952,83224970
5,1,2,2,0,5,35,37,16,3,0.20200248527777778,7953,83232889
6,2,4,0,1,5,46,26,11,2,0.2316064022222222,7954,83240808
6,3,0,3,3,3,39,33,16,2,0.1993373472222222,7955,83248727
3,1,1,1,2,1,28,44,0,1,0.08825728972222222,7956,83256646
5,1,4,0,1,4,45,27,5,2,0.17963678680555556,7957,83264565
9,4,2,3,5,4,56,16,29,2,0.24219608111111113,7958,83272484
4,1,3,0,1,3,26,46,9,2,0.14981638861111113,7959,83280403
9,6,3,0,1,8,42,30,28,4,0.31299123624999997,7960,83288322
5,2,1,2,2,3,34,38,9,2,0.1795381213888889,7961,83296241
10,3,3,4,2,8,36,36,23,5,0.29514116986111116,7962,83304160
6,2,3,1,1,5,31,41,14,2,0.20513443694444444,7963,83312079
10,4,2,4,5,5,58,14,20,4,0.2686838280555556,7964,83319998
9,6,2,1,4,5,61,11,29,3,0.2369249138888889,7965,83327917
5,3,1,1,1,4,47,25,12,3,0.27631649527777774,7966,83335836
6,4,2,0,0,6,54,18,12,3,0.2540676854166667,7967,83343755
7,4,3,0,3,4,60,12,28,3,0.32824117194444447,7968,83351674
9,4,4,1,5,4,54,18,22,4,0.20189533416666666,7969,83359593
5,3,1,1,1,4,44,28,12,2,0.1816740122222222,7970,83367512
7,3,4,0,3,4,63,9,18,2,0.3442544956944444,7971,83375431
8,6,0,2,3,5,41,31,19,4,0.2327507165277778,7972,83383350
4,3,0,1,1,3,56,16,3,2,0.25711252097222226,7973,83391269
7,2,3,2,1,6,49,23,24,2,0.2135703327777778,7974,83399188
5,3,2,0,1,4,34,38,15,3,0.1526107063888889,7975,83407107
6,5,0,1,2,4,46,26,12,3,0.28936357055555556,7976,83415026
7,4,3,0,2,5,43,29,24,2,0.2311775497222222,7977,83422945
6,3,2,1,1,5,41,31,22,3,0.25868870111111114,7978,83430864
9,6,2,1,3,6,54,18,30,3,0.23148465722222225,7979,83438783
5,2,3,0,2,3,53,19,11,2,0.21672106874999997,7980,83446702
